4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,2.378839969635009738e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,2.378839969635009738e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,2.378839969635009738e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,4.129417896270751870e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,4.129417896270751870e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,4.129417896270751870e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,1.117309451103210526e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,1.117309451103210526e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,1.117309451103210526e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,2.965104103088378809e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,2.965104103088378809e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,2.965104103088378809e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,4.869640827178955272e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,4.869640827178955272e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,4.869640827178955272e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,5.489999999999999741e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,1.833352446556091309e-02
4.891661107540130615e-01,1.251711249351501465e-01,7.936011999845504761e-02,6.076742708683013916e-02,4.988777637481689453e-02,4.222476109862327576e-02,3.622693568468093872e-02,3.123001381754875183e-02,2.690391242504119873e-02,2.306306920945644379e-02,1.959113962948322296e-02,1.640763133764266968e-02,1.833352446556091309e-02
